player_id,age,role,matches,runs,batting_average,strike_rate,fifties,hundreds,wickets,economy,catches,fitness_score,raw_score,talent_score,future_potential,auction_value_cr,batting_impact,bowling_impact,experience_score,consistency_score
1446,24,Batter,185,6518,37.39,165.28,40,1,3,6.52,43,85,81.795,58.53,Medium,8.63,6179.8192,0.4601226993865031,4440,42
1447,27,All-Rounder,116,2162,47.65,112.25,10,5,74,7.06,46,79,71.60650000000001,39.21,Low,8.3,5348.7125,10.48158640226629,3132,20
1448,35,Batter,29,4274,61.2,179.71,10,8,2,9.11,44,90,82.7045,60.25,High,10.62,10998.252,0.21953896816684962,1015,26
1449,23,Batter,205,6696,45.13,155.03,44,15,16,6.49,45,82,83.4855,61.73,High,10.6,6996.503900000001,2.4653312788906008,4715,74
1450,29,Batter,100,4445,46.64,133.25,26,1,29,9.66,21,72,65.96950000000001,28.53,Low,6.35,6214.78,3.002070393374741,2900,28
1451,23,Bowler,97,328,20.44,104.48,1,1,336,7.03,27,80,77.98,51.29,Medium,14.05,2135.5712000000003,47.795163584637265,2231,3
1452,28,Wicketkeeper,212,5542,28.11,135.87,30,6,2,6.76,131,85,80.8875,56.81,Medium,9.11,3819.3057,0.2958579881656805,5936,42
1453,20,Bowler,223,1345,28.68,109.04,4,1,199,5.29,28,86,77.28999999999999,49.99,Medium,11.53,3127.2672000000002,37.61814744801512,4460,6
1454,19,Batter,125,4540,35.11,144.88,33,11,13,9.0,10,90,67.88499999999999,32.16,Low,7.18,5086.7368,1.4444444444444444,2375,55
1455,32,Batter,44,3786,52.84,159.3,17,19,4,7.89,80,77,79.10900000000001,53.43,Medium,9.42,8417.412,0.5069708491761724,1408,55
1456,28,Batter,169,3266,58.58,164.67,25,10,17,9.29,47,71,74.0365,43.82,Medium,7.65,9646.3686,1.829924650161464,4732,45
1457,21,Batter,250,5459,54.94,189.89,26,13,4,7.12,62,82,88.6635,71.54,High,11.79,10432.556599999998,0.5617977528089888,5250,52
1458,34,All-Rounder,29,3540,32.71,117.99,5,0,122,5.31,21,87,77.5815,50.54,Medium,10.33,3859.4528999999998,22.975517890772128,986,5
1459,22,Batter,102,3928,37.85,138.49,31,11,28,6.49,37,98,77.4445,50.28,Medium,9.13,5241.846500000001,4.314329738058552,2244,53
1460,20,Bowler,22,566,16.23,108.03,4,0,307,6.85,41,97,81.41550000000001,57.81,Medium,14.23,1753.3269,44.81751824817518,440,4
1461,27,All-Rounder,35,3153,43.81,102.44,18,1,218,5.33,16,74,81.695,58.34,Medium,13.48,4487.8964000000005,40.90056285178236,945,20
1462,20,Batter,160,3032,38.2,153.39,40,12,12,8.17,43,85,70.70249999999999,37.5,Low,6.04,5859.498,1.4687882496940026,3200,64
1463,35,Bowler,30,684,13.37,102.42,4,0,261,7.25,35,66,67.122,30.71,Low,9.47,1369.3554,36.0,1050,4
1464,22,Bowler,198,1397,20.19,119.48,0,1,247,7.18,17,95,77.623,50.62,Medium,11.6,2412.3012000000003,34.401114206128135,4356,2
1465,35,Bowler,25,880,14.22,103.34,1,1,188,4.54,42,73,69.93700000000001,36.05,Low,8.51,1469.4948000000002,41.409691629955944,875,3
1466,27,All-Rounder,73,4024,46.4,107.48,18,4,215,6.42,10,73,81.7,58.35,Medium,13.92,4987.072,33.48909657320872,1971,26
1467,30,Bowler,201,518,23.83,98.83,5,0,347,6.68,13,92,81.70949999999999,58.36,Medium,15.97,2355.1189,51.94610778443114,6030,5
1468,19,Bowler,73,95,24.63,104.2,1,0,170,7.84,41,80,65.22900000000001,27.13,Low,8.08,2566.446,21.683673469387756,1387,1
1469,24,Batter,222,3112,47.4,143.89,38,5,4,8.9,25,91,69.79749999999999,35.79,Low,6.15,6820.3859999999995,0.449438202247191,5328,48
1470,28,Wicketkeeper,106,6250,45.41,131.04,17,4,3,7.56,74,91,81.049,57.11,Medium,9.41,5950.526399999999,0.39682539682539686,2968,25
1471,25,Wicketkeeper,135,4243,38.12,117.65,32,14,2,6.25,57,93,74.1795,44.09,Medium,7.84,4484.818,0.32,3375,60
1472,32,All-Rounder,62,3193,27.76,117.23,14,4,95,5.7,11,75,68.3485,33.04,Low,6.95,3254.3048000000003,16.666666666666668,1984,22
1473,34,Batter,160,6722,45.44,165.1,38,7,22,9.46,71,90,84.28099999999999,63.24,High,10.23,7502.143999999999,2.325581395348837,5440,52
1474,30,All-Rounder,51,3467,30.51,154.29,5,3,215,5.94,38,87,90.1005,74.27,High,14.75,4707.3879,36.195286195286194,1530,11
1475,34,Bowler,38,548,24.42,96.1,5,0,169,7.45,38,85,66.50699999999999,29.55,Low,7.75,2346.762,22.68456375838926,1292,5
1476,27,Wicketkeeper,15,2515,42.01,161.94,20,9,4,9.24,146,91,81.114,57.23,Medium,9.37,6803.099399999999,0.4329004329004329,405,38
1477,35,Bowler,170,1017,29.55,70.17,0,1,296,6.76,40,73,73.8345,43.44,Medium,12.55,2073.5235000000002,43.78698224852071,5950,2
1478,28,Batter,133,4584,40.62,171.28,37,9,22,9.22,35,90,76.366,48.24,Medium,8.47,6957.393599999999,2.386117136659436,3724,55
1479,30,All-Rounder,34,3056,36.8,111.78,12,5,61,7.43,55,85,70.689,37.48,Low,7.11,4113.504,8.209959623149395,1020,22
1480,25,All-Rounder,136,2432,35.77,133.75,27,1,76,6.26,27,77,71.1675,38.38,Low,7.7,4784.2375,12.140575079872205,3400,29
1481,31,Batter,62,6826,47.37,189.72,14,4,21,9.96,80,74,84.58099999999999,63.81,High,10.81,8987.036399999999,2.108433734939759,1922,22
1482,22,Bowler,198,439,14.37,74.84,2,0,335,6.35,12,88,73.715,43.21,Medium,12.42,1075.4508,52.75590551181103,4356,2
1483,32,Bowler,33,697,28.47,100.59,0,1,302,6.39,45,90,83.40350000000001,61.57,High,15.72,2863.7973,47.261345852895154,1056,2
1484,25,Batter,131,5269,51.23,166.01,10,16,26,9.97,62,80,79.1485,53.51,Medium,9.3,8504.692299999999,2.6078234704112337,3275,42
1485,21,Batter,138,7774,41.88,160.3,10,14,22,7.4,55,94,88.117,70.51,High,11.11,6713.3640000000005,2.972972972972973,2898,38
1486,35,Bowler,16,199,29.61,98.59,5,1,149,4.69,15,67,64.8595,26.43,Low,8.1,2919.2499000000003,31.76972281449893,560,7
1487,19,Bowler,60,428,13.95,84.75,0,1,157,6.47,7,83,58.8235,14.99,Low,4.93,1182.2625,24.26584234930448,1140,2
1488,24,All-Rounder,170,4598,47.0,117.98,26,6,89,6.75,30,95,81.363,57.71,Medium,10.17,5545.06,13.185185185185185,4080,38
1489,30,Batter,53,6068,36.05,132.26,36,4,2,9.06,37,72,66.53,29.59,Low,4.63,4767.972999999999,0.22075055187637968,1590,44
1490,22,Wicketkeeper,37,5560,31.88,156.88,22,10,7,6.63,126,97,88.36600000000001,70.98,High,10.88,5001.3344,1.0558069381598794,814,42
1491,24,Wicketkeeper,118,3410,43.33,155.63,22,10,4,8.43,143,80,80.9235,56.87,Medium,8.79,6743.447899999999,0.4744958481613286,2832,42
1492,24,Wicketkeeper,85,5076,48.18,132.54,10,3,2,9.6,79,97,77.597,50.57,Medium,9.8,6385.7771999999995,0.20833333333333334,2040,16
1493,21,Wicketkeeper,111,6756,46.37,157.17,8,5,8,9.5,66,87,80.9885,57.0,Medium,9.04,7287.972899999999,0.8421052631578947,2331,18
1494,19,Batter,71,7415,51.57,143.74,44,3,8,7.04,80,84,87.422,69.19,High,11.13,7412.6718,1.1363636363636365,1349,50
1495,23,Batter,119,7018,60.51,134.37,24,3,16,6.59,66,82,87.5445,69.42,High,12.45,8130.7287,2.4279210925644916,2737,30
1496,31,Batter,198,5636,48.83,167.69,31,1,1,9.06,13,84,75.33449999999999,46.28,Medium,9.02,8188.302699999999,0.11037527593818984,6138,33
1497,18,Batter,31,5641,39.95,171.95,50,19,2,6.33,34,95,83.70949999999999,62.15,High,10.53,6869.4025,0.315955766192733,558,88
1498,21,Wicketkeeper,210,6415,44.43,104.01,6,4,5,7.25,136,83,82.01050000000001,58.93,Medium,10.0,4621.1643,0.6896551724137931,4410,14
1499,34,All-Rounder,202,2696,31.52,105.1,9,9,221,6.31,71,69,80.023,55.17,Medium,13.13,3312.752,35.02377179080824,6868,27
1500,33,Batter,48,4439,59.73,140.23,49,2,10,7.52,15,76,74.0915,43.92,Medium,8.75,8375.937899999999,1.3297872340425532,1584,53
1501,31,Wicketkeeper,16,2361,42.98,100.2,21,7,6,7.38,93,62,63.166,23.22,Low,5.44,4306.596,0.8130081300813008,496,35
1502,29,All-Rounder,145,2114,35.13,133.78,12,6,88,7.19,75,77,74.244,44.21,Medium,8.55,4699.691400000001,12.239221140472878,4205,24
1503,28,All-Rounder,179,1700,34.16,149.29,30,9,146,6.92,80,92,84.8815,64.38,High,11.94,5099.746399999999,21.09826589595376,5012,48
1504,19,Wicketkeeper,23,5331,31.24,128.71,40,14,9,7.42,52,99,75.1705,45.97,Medium,7.26,4020.9004,1.2129380053908356,437,68
1505,34,Bowler,42,132,11.21,110.1,0,1,164,7.34,12,88,61.782,20.59,Low,6.23,1234.221,22.3433242506812,1428,2
1506,35,Batter,76,5118,63.86,165.06,45,16,15,9.52,41,76,79.41300000000001,54.01,Medium,9.75,10540.7316,1.5756302521008405,2660,77
1507,24,Wicketkeeper,193,3537,40.85,104.49,22,7,2,8.69,68,92,67.5825,31.59,Low,6.22,4268.4165,0.23014959723820486,4632,36
1508,27,Bowler,143,1170,22.9,103.35,2,1,176,4.63,20,83,72.2825,40.5,Medium,10.0,2366.7149999999997,38.01295896328294,3861,4
1509,22,All-Rounder,194,4470,46.13,125.85,8,4,249,5.01,69,81,98.7065,90.58,Elite,18.2,5805.4605,49.70059880239521,4268,16
1510,30,All-Rounder,171,3096,28.92,156.77,16,4,60,4.75,39,93,80.83349999999999,56.7,Medium,10.19,4533.7884,12.631578947368421,5130,24
1511,29,All-Rounder,149,4298,29.67,111.5,28,0,221,4.34,58,79,88.77199999999999,71.75,High,13.94,3308.2050000000004,50.92165898617512,4321,28
1512,31,All-Rounder,230,2690,37.82,157.6,21,8,55,7.09,23,71,70.636,37.38,Low,7.38,5960.432,7.757404795486601,7130,37
1513,25,Bowler,222,564,16.63,118.62,3,0,272,6.75,7,79,72.62,41.14,Medium,10.85,1972.6506,40.2962962962963,5550,3
1514,19,All-Rounder,71,2338,47.91,112.54,29,5,99,7.31,42,98,77.93,51.2,Medium,9.59,5391.7914,13.543091655266759,1349,39
1515,28,Batter,111,4817,59.2,176.42,15,4,22,8.4,77,84,87.517,69.37,High,11.68,10444.064,2.619047619047619,3108,23
1516,21,Batter,165,4627,42.23,126.4,22,16,6,6.54,51,87,75.133,45.9,Medium,7.68,5337.872,0.9174311926605504,3465,54
1517,19,Wicketkeeper,228,2284,46.7,166.93,37,15,5,9.97,62,94,73.7775,43.33,Medium,8.39,7795.631000000001,0.5015045135406219,4332,67
1518,34,Wicketkeeper,209,6526,46.61,136.71,5,0,2,6.83,53,85,80.5915,56.24,Medium,9.43,6372.0531,0.29282576866764276,7106,5
1519,18,Batter,95,6399,38.36,128.95,48,17,29,6.05,58,90,82.1685,59.23,Medium,9.09,4946.522,4.793388429752066,1710,82
1520,33,Wicketkeeper,77,4323,49.69,141.73,31,0,9,8.72,100,71,75.8425,47.24,Medium,9.26,7042.563699999999,1.0321100917431192,2541,31
1521,29,Bowler,236,118,11.53,100.18,0,1,127,6.16,19,77,57.712,12.88,Low,5.27,1155.0754,20.616883116883116,6844,2
1522,30,Wicketkeeper,97,2216,42.6,152.96,31,6,2,9.26,70,76,67.79599999999999,31.99,Low,6.3,6516.0960000000005,0.2159827213822894,2910,43
1523,34,Bowler,28,491,19.03,86.76,3,0,123,5.02,7,82,60.705000000000005,18.55,Low,5.52,1651.0428000000002,24.50199203187251,952,3
1524,27,Bowler,143,1097,18.14,107.36,2,0,299,7.17,20,85,76.57,48.62,Medium,12.24,1947.5104000000001,41.701534170153415,3861,2
1525,30,Wicketkeeper,121,2379,40.58,106.72,13,13,0,9.76,74,71,58.57,14.51,Low,3.58,4330.6975999999995,0.0,3630,39
1526,34,Bowler,102,799,17.96,100.37,0,1,139,6.74,9,70,58.0815,13.58,Low,5.85,1802.6452000000002,20.623145400593472,3468,2
1527,24,Batter,54,4790,42.62,143.84,13,14,16,8.2,65,98,79.822,54.79,Medium,9.97,6130.4608,1.9512195121951221,1296,41
1528,21,Wicketkeeper,170,5975,37.73,139.3,14,6,8,9.33,87,81,75.094,45.82,Medium,8.32,5255.789,0.857449088960343,3570,26
1529,21,Bowler,87,1135,10.1,96.39,3,0,187,5.19,35,97,72.0885,40.13,Medium,8.82,973.539,36.030828516377646,1827,3
1530,34,Bowler,114,94,14.24,102.26,4,0,113,4.41,28,74,61.319,19.72,Low,4.78,1456.1824000000001,25.62358276643991,3876,4
1531,18,Batter,139,6016,64.8,160.66,14,10,9,8.3,12,94,84.39099999999999,63.45,High,11.1,10410.768,1.0843373493975903,2502,34
1532,26,Bowler,113,1224,24.12,101.19,5,1,296,6.5,29,94,81.9425,58.8,Medium,13.3,2440.7028,45.53846153846154,2938,7
1533,27,Wicketkeeper,32,6277,33.87,137.47,28,12,10,9.81,81,74,71.1155,38.28,Low,6.65,4656.108899999999,1.019367991845056,864,52
1534,28,Batter,85,3174,58.17,182.11,46,20,25,9.9,34,75,75.46549999999999,46.53,Medium,8.92,10593.3387,2.525252525252525,2380,86
1535,24,Batter,57,4827,43.83,129.89,37,13,18,8.24,17,93,72.19649999999999,40.33,Medium,7.16,5693.078699999999,2.1844660194174756,1368,63
1536,18,Wicketkeeper,49,5260,44.21,132.0,31,0,10,7.77,145,86,84.84299999999999,64.3,High,9.33,5835.72,1.287001287001287,882,31
1537,27,Bowler,143,1242,14.41,103.51,4,1,266,4.98,38,74,75.95349999999999,47.45,Medium,11.99,1491.5791000000002,53.41365461847389,3861,6
1538,35,Batter,224,5332,59.84,182.81,36,4,4,9.61,65,70,81.13749999999999,57.28,Medium,9.68,10939.350400000001,0.41623309053069724,7840,44
1539,18,Bowler,113,1209,25.26,97.23,1,1,269,5.06,40,92,82.9805,60.77,High,13.35,2456.0298000000003,53.16205533596838,2034,3
1540,30,All-Rounder,114,4081,26.82,149.75,5,8,173,7.23,22,91,83.0005,60.81,High,10.66,4016.295,23.92807745504841,3420,21
1541,22,Bowler,216,1082,16.27,86.84,0,1,315,4.77,22,92,80.931,56.89,Medium,13.93,1412.8868,66.03773584905662,4752,2
1542,35,Bowler,71,1203,25.93,85.54,4,1,260,7.6,6,86,70.71600000000001,37.53,Low,11.89,2218.0522,34.21052631578947,2485,6
1543,23,Wicketkeeper,202,3832,25.03,146.74,37,13,9,7.56,99,82,73.184,42.2,Medium,7.33,3672.9022000000004,1.1904761904761905,4646,63
1544,19,Batter,223,6171,50.12,125.25,22,20,10,9.29,13,81,69.93549999999999,36.05,Low,6.8,6277.53,1.0764262648008613,4237,62
1545,20,Wicketkeeper,145,2458,43.36,119.55,23,2,5,6.22,102,85,75.26650000000001,46.15,Medium,7.5,5183.688,0.8038585209003216,2900,27
1546,34,Bowler,233,1192,28.99,102.1,5,0,112,6.92,19,80,63.416,23.69,Low,6.77,2959.8789999999995,16.184971098265898,7922,5
1547,26,All-Rounder,14,3528,36.02,135.93,17,2,64,6.86,67,74,74.85150000000002,45.36,Medium,8.03,4896.198600000001,9.32944606413994,364,21
1548,30,Wicketkeeper,181,3065,42.89,124.12,40,2,7,8.9,110,82,71.875,39.72,Low,7.2,5323.5068,0.7865168539325842,5430,44
1549,19,Bowler,154,1432,28.65,73.34,2,0,201,7.75,48,97,72.09,40.13,Medium,10.65,2101.191,25.93548387096774,2926,2
1550,26,Batter,59,4625,41.08,136.25,18,11,11,8.86,31,76,67.2715,31.0,Low,6.61,5597.15,1.2415349887133185,1534,40
1551,29,Wicketkeeper,37,5827,41.34,105.54,5,6,2,8.71,60,89,70.877,37.83,Low,6.6,4363.0236,0.22962112514351318,1073,17
1552,23,Batter,107,3922,41.57,149.53,42,11,4,7.87,79,98,79.7245,54.6,Medium,8.61,6215.9621,0.5082592121982211,2461,64
1553,29,Wicketkeeper,41,3559,31.55,105.2,39,9,4,7.06,56,93,67.41300000000001,31.27,Low,4.97,3319.06,0.56657223796034,1189,57
1554,23,All-Rounder,22,2076,46.6,117.64,6,1,160,5.1,16,87,81.72800000000001,58.4,Medium,12.12,5482.024,31.372549019607845,506,8
1555,32,Bowler,184,512,26.64,89.92,4,0,337,4.57,34,83,84.47399999999999,63.6,High,15.59,2395.4688,73.7417943107221,5888,4
1556,33,Bowler,244,382,11.5,111.7,5,0,324,5.97,42,77,78.399,52.09,Medium,13.49,1284.55,54.2713567839196,8052,5
1557,23,Batter,170,4584,42.83,185.14,36,6,18,8.18,72,99,86.818,68.05,High,11.12,7929.546199999999,2.2004889975550124,3910,48
1558,32,Bowler,204,872,27.33,81.58,4,0,324,4.46,37,65,79.13,53.47,Medium,13.86,2229.5814,72.6457399103139,6528,4
1559,35,All-Rounder,114,1619,33.46,134.35,19,0,176,7.14,85,77,80.9785,56.98,Medium,12.78,4495.351,24.649859943977592,3990,19
1560,31,Wicketkeeper,184,2974,38.61,149.01,30,15,3,9.6,116,84,73.5225,42.85,Medium,7.0,5753.276099999999,0.3125,5704,60
1561,22,Batter,103,3018,46.28,130.05,20,6,7,8.52,51,85,69.29750000000001,34.84,Low,6.62,6018.714000000001,0.8215962441314555,2266,32
1562,20,Wicketkeeper,183,4998,25.44,123.45,33,3,10,7.06,122,84,76.0255,47.59,Medium,6.81,3140.568,1.41643059490085,3660,39
1563,20,Bowler,28,1168,12.77,98.39,3,0,242,6.36,48,88,74.3655,44.44,Medium,9.6,1256.4403,38.0503144654088,560,3
1564,25,Wicketkeeper,169,6988,41.26,154.83,6,5,2,9.57,54,80,75.9985,47.54,Medium,8.25,6388.285800000001,0.2089864158829676,4225,16
1565,19,Bowler,179,1110,18.66,105.96,5,1,229,7.88,46,84,71.872,39.72,Low,10.65,1977.2135999999998,29.060913705583758,3401,7
1566,27,All-Rounder,226,4512,40.24,133.21,7,10,71,5.13,67,90,85.6975,65.92,High,11.2,5360.370400000001,13.840155945419104,6102,27
1567,35,Wicketkeeper,217,2293,45.86,130.9,27,5,3,9.58,101,74,67.65899999999999,31.73,Low,6.19,6003.0740000000005,0.31315240083507306,7595,37
1568,30,Wicketkeeper,60,6417,48.07,145.97,6,14,4,7.52,59,89,82.5805,60.01,High,9.94,7016.7779,0.5319148936170213,1800,34
1569,20,Wicketkeeper,136,7000,40.97,126.91,14,13,8,7.99,69,84,77.88749999999999,51.12,Medium,7.56,5199.5027,1.0012515644555695,2720,40
1570,28,Bowler,136,78,25.81,96.61,5,0,202,6.57,48,90,72.7105,41.31,Medium,10.02,2493.5040999999997,30.74581430745814,3808,5
1571,25,All-Rounder,23,4348,31.73,101.79,16,6,147,6.91,52,91,79.3735,53.94,Medium,11.4,3229.7967000000003,21.273516642547033,575,28
1572,32,Batter,17,4022,40.04,182.98,21,11,27,7.5,42,65,75.113,45.86,Medium,7.42,7326.5192,3.6,544,43
1573,34,Wicketkeeper,127,6862,36.82,109.82,23,5,10,6.99,67,81,75.013,45.67,Medium,7.67,4043.5723999999996,1.4306151645207439,4318,33
1574,35,All-Rounder,212,3103,45.76,113.33,11,8,196,7.74,53,72,80.4335,55.94,Medium,12.24,5185.980799999999,25.32299741602067,7420,27
1575,23,All-Rounder,30,4303,42.01,119.67,22,5,234,7.96,71,85,90.3095,74.66,High,15.97,5027.3367,29.396984924623116,690,32
1576,28,Wicketkeeper,52,6714,30.16,166.22,19,7,5,8.12,150,91,89.319,72.79,High,10.32,5013.1952,0.6157635467980296,1456,33
1577,29,Batter,67,7132,38.19,169.74,33,12,0,9.81,72,86,80.262,55.62,Medium,7.78,6482.3706,0.0,1943,57
1578,26,Wicketkeeper,227,6576,34.73,142.69,36,9,4,6.9,74,79,78.6445,52.55,Medium,8.7,4955.623699999999,0.5797101449275363,5902,54
1579,21,Batter,247,3927,62.42,161.93,20,2,6,8.09,52,98,84.8695,64.35,High,10.6,10107.670600000001,0.7416563658838072,5187,24
1580,25,All-Rounder,213,1654,27.15,121.85,17,4,72,5.3,68,73,69.9405,36.06,Low,6.72,3308.2274999999995,13.584905660377359,5325,25
1581,28,All-Rounder,61,1939,30.41,110.41,24,3,157,5.9,77,73,76.27250000000001,48.06,Medium,10.53,3357.5681,26.610169491525422,1708,30
1582,25,Wicketkeeper,124,4599,26.37,167.19,22,4,10,9.21,86,94,76.66749999999999,48.81,Medium,7.95,4408.8003,1.0857763300760042,3100,30
1583,20,Batter,208,5898,40.32,146.81,43,4,22,8.37,70,97,82.18350000000001,59.26,Medium,9.06,5919.3792,2.6284348864994027,4160,51
1584,19,Bowler,203,978,10.13,88.05,1,1,202,4.65,13,90,68.8625,34.01,Low,8.66,891.9465,43.44086021505376,3857,3
1585,35,Wicketkeeper,116,2478,53.67,160.48,37,13,7,8.16,85,69,75.119,45.87,Medium,8.54,8612.9616,0.8578431372549019,4060,63
1586,23,Bowler,136,1446,16.76,86.86,5,1,238,6.53,42,93,74.37899999999999,44.47,Medium,11.28,1455.7736000000002,36.447166921898926,3128,7
1587,29,All-Rounder,211,4419,46.04,117.28,21,2,127,7.83,25,72,75.24199999999999,46.11,Medium,10.46,5399.5712,16.219667943805874,6119,25
1588,31,All-Rounder,16,2057,48.31,100.38,6,0,89,7.21,57,80,72.06400000000001,40.08,Medium,8.82,4849.3578,12.343966712898752,496,6
1589,25,Bowler,28,484,12.62,113.87,0,1,322,5.27,18,70,76.3545,48.21,Medium,12.44,1437.0394,61.10056925996206,700,2
1590,28,All-Rounder,133,1638,38.04,138.01,18,8,238,4.73,22,79,86.9195,68.24,High,14.89,5249.9003999999995,50.31712473572938,3724,34
1591,27,All-Rounder,227,3629,38.12,122.98,23,9,233,5.96,73,92,94.161,81.96,Elite,15.87,4687.9976,39.09395973154363,6129,41
1592,25,Wicketkeeper,124,5613,46.58,120.49,31,4,0,6.52,115,93,84.98349999999999,64.57,High,8.62,5612.4241999999995,0.0,3100,39
1593,23,All-Rounder,83,2356,48.74,104.18,11,2,231,6.17,23,84,84.401,63.46,High,14.89,5077.733200000001,37.439222042139384,1909,15
1594,24,Batter,42,4639,53.2,181.51,10,10,19,6.37,58,80,87.0445,68.47,High,11.71,9656.332,2.9827315541601256,1008,30
1595,20,Bowler,116,537,19.79,80.2,4,1,188,4.1,15,95,71.131,38.31,Low,8.17,1587.158,45.85365853658537,2320,6
1596,30,Batter,180,6735,40.31,132.65,32,16,14,7.28,56,87,79.3705,53.93,Medium,8.26,5347.1215,1.923076923076923,5400,64
1597,26,Wicketkeeper,44,5104,29.64,139.99,7,10,2,8.47,115,94,78.3185,51.94,Medium,8.06,4149.3036,0.23612750885478156,1144,27
1598,32,Wicketkeeper,240,6536,32.23,107.16,8,5,7,9.84,132,75,71.64500000000001,39.29,Low,7.5,3453.7667999999994,0.7113821138211383,7680,18
1599,23,Batter,127,4761,40.95,175.1,23,19,20,8.33,33,80,76.312,48.13,Medium,8.23,7170.345,2.4009603841536613,2921,61
1600,28,Bowler,54,317,21.53,98.34,4,0,289,5.65,15,73,73.414,42.64,Medium,11.61,2117.2602,51.150442477876105,1512,4
1601,31,All-Rounder,178,4997,39.63,138.42,12,8,190,4.58,31,70,89.286,72.72,High,14.42,5485.5846,41.48471615720524,5518,28
1602,29,Bowler,212,1182,27.11,97.01,2,1,168,5.67,36,93,73.9985,43.75,Medium,10.65,2629.9411,29.62962962962963,6148,4
1603,32,Wicketkeeper,66,3323,49.25,120.29,6,10,4,9.46,123,85,74.4145,44.54,Medium,7.56,5924.2825,0.4228329809725158,2112,26
1604,33,Batter,56,6660,53.11,179.36,47,15,0,6.75,32,74,84.357,63.38,High,9.86,9525.8096,0.0,1848,77
1605,20,Bowler,24,678,14.93,115.05,3,1,284,4.45,36,90,83.0125,60.83,High,13.48,1717.6965,63.82022471910112,480,5
1606,22,Bowler,43,305,10.56,103.76,0,0,303,5.46,8,97,77.71199999999999,50.79,Medium,12.21,1095.7056,55.494505494505496,946,0
1607,24,Bowler,19,91,15.31,97.71,4,1,232,6.01,41,94,73.5715,42.94,Medium,10.62,1495.9401,38.60232945091514,456,6
1608,29,Bowler,187,1478,24.1,88.61,4,1,147,4.95,39,82,69.7375,35.67,Low,9.24,2135.501,29.696969696969695,5423,6
1609,19,Batter,61,3142,43.34,141.15,34,3,26,8.29,51,83,71.80850000000001,39.6,Low,7.6,6117.441000000001,3.136308805790109,1159,40
1610,32,Batter,98,4335,63.62,181.04,46,3,0,9.12,31,84,80.77199999999999,56.59,Medium,9.85,11517.764799999999,0.0,3136,52
1611,29,Batter,33,5480,40.97,139.4,42,7,1,8.45,35,70,68.34100000000001,33.03,Low,5.89,5711.218,0.1183431952662722,957,56
1612,31,Wicketkeeper,31,3723,45.6,134.99,12,4,6,6.19,69,83,77.1245,49.67,Medium,7.58,6155.544000000001,0.9693053311793214,961,20
1613,22,Batter,63,4289,38.54,168.08,39,14,14,9.01,27,81,71.40200000000002,38.83,Low,7.31,6477.8032,1.5538290788013318,1386,67
1614,21,Batter,39,3923,46.48,127.32,21,2,3,8.47,14,94,69.088,34.44,Low,6.48,5917.833599999999,0.3541912632821723,819,25
1615,22,All-Rounder,179,4541,48.14,145.6,12,3,209,6.99,37,81,92.054,77.97,High,15.85,7009.184,29.89985693848355,3938,18
1616,27,Bowler,120,778,16.75,96.81,5,0,216,6.6,47,95,73.63250000000001,43.05,Medium,11.92,1621.5675,32.72727272727273,3240,5
1617,27,Batter,48,5310,40.28,126.31,11,18,21,7.58,77,74,74.3705,44.45,Medium,7.92,5087.7668,2.7704485488126647,1296,47
1618,28,Batter,157,5675,64.46,130.51,28,13,4,6.07,34,92,84.8445,64.31,High,10.64,8412.674599999998,0.6589785831960461,4396,54
1619,29,All-Rounder,194,3058,45.99,103.96,28,10,50,7.22,37,92,71.767,39.52,Low,7.83,4781.1204,6.9252077562326875,5626,48
1620,29,Bowler,209,1422,21.67,111.17,0,0,348,5.81,14,78,83.1405,61.08,High,15.95,2409.0539000000003,59.89672977624785,6061,0
1621,24,Wicketkeeper,249,4941,41.49,137.77,29,9,2,6.85,53,88,76.75450000000001,48.97,Medium,8.05,5716.077300000001,0.29197080291970806,5976,47
1622,20,Bowler,16,288,29.8,116.51,3,0,192,6.46,35,87,74.6825,45.04,Medium,10.02,3471.998,29.721362229102166,320,3
1623,35,Wicketkeeper,81,2494,29.99,143.36,33,2,6,7.7,125,60,68.069,32.51,Low,5.98,4299.3664,0.7792207792207793,2835,37
1624,31,Bowler,43,259,27.2,96.55,0,1,181,5.04,15,86,70.56049999999999,37.23,Low,9.11,2626.16,35.91269841269841,1333,2
1625,18,Bowler,189,1454,27.33,71.62,0,0,104,6.46,30,95,64.0,24.8,Low,7.36,1957.3746,16.09907120743034,3402,0
1626,32,All-Rounder,118,4722,32.71,103.89,19,9,223,7.11,54,71,81.6105,58.18,Medium,13.62,3398.2419,31.364275668073134,3776,37
1627,27,Wicketkeeper,225,3412,53.37,117.59,11,4,4,7.85,50,73,68.3435,33.03,Low,6.49,6275.7783,0.5095541401273885,6075,19
1628,19,Batter,206,3970,58.92,155.99,12,7,0,9.22,62,97,81.0245,57.06,Medium,10.43,9190.9308,0.0,3914,26
1629,25,Batter,125,6265,43.29,186.02,41,6,13,8.07,79,70,83.72,62.17,High,9.92,8052.8058,1.61090458488228,3125,53
1630,34,Batter,217,6000,48.43,130.37,11,4,10,8.82,69,62,71.6445,39.29,Low,7.76,6313.819100000001,1.1337868480725624,7378,19
1631,24,Batter,114,6710,38.05,123.77,24,11,2,9.88,46,91,71.1505,38.35,Low,6.79,4709.4484999999995,0.20242914979757085,2736,46
